model,dataset,class,defect_type,auroc,auroc_pct,n_good,n_defect,mean_good_score,mean_defect_score,score_gap,std_good_score,std_defect_score,iqr_defect_score,range_defect_score,defect_to_good_std_ratio,top_normal_score,bottom_anomaly_score,rank_low_to_high,weak_defect_type
winclip,mvtec,pill,color,0.7892307692307693,78.92307692307693,26,25,0.23349703275240385,0.2853564453125,0.05185941256009613,0.04000719272840051,0.04795245323485411,0.0814208984375,0.166259765625,1.1985958015197946,0.31396484375,0.19677734375,2,True
winclip,mvtec,pill,crack,0.8158284023668638,81.58284023668638,26,26,0.23349703275240385,0.3024432842548077,0.06894625150240385,0.04000719272840051,0.06797552032884548,0.08544921875,0.26318359375,1.6990824822505146,0.31396484375,0.182373046875,3,False
winclip,mvtec,pill,scratch,0.8750000000000001,87.50000000000001,26,24,0.23349703275240385,0.3061319986979167,0.07263496594551283,0.04000719272840051,0.054538971340942974,0.0545654296875,0.240234375,1.3632291500979665,0.31396484375,0.182373046875,4,False
winclip,mvtec,pill,contamination,0.8772893772893772,87.72893772893772,26,21,0.23349703275240385,0.30540248325892855,0.07190545050652469,0.04000719272840051,0.052796719548236816,0.052490234375,0.1866455078125,1.3196806860871597,0.31396484375,0.2281494140625,5,False
winclip,mvtec,pill,faulty_imprint,0.8896761133603239,88.96761133603239,26,19,0.23349703275240385,0.3254330283717105,0.09193599561930665,0.04000719272840051,0.0753542331152226,0.06591796875,0.2974853515625,1.8835171372004254,0.31396484375,0.2337646484375,6,False
winclip,mvtec,pill,combined,0.996606334841629,99.6606334841629,26,17,0.23349703275240385,0.41804055606617646,0.1845435233137726,0.04000719272840051,0.06337023499134421,0.08349609375,0.223876953125,1.5839710479450517,0.31396484375,0.307373046875,7,False
winclip,mvtec,screw,manipulated_front,0.5030487804878049,50.30487804878049,41,24,0.20825641911204268,0.21363067626953125,0.005374257157488571,0.06138235960608558,0.0693123218629373,0.09295654296875,0.30010986328125,1.1291895962902267,0.414794921875,0.12249755859375,1,True
winclip,mvtec,screw,thread_side,0.7354188759278897,73.54188759278897,41,23,0.20825641911204268,0.25844938858695654,0.05019296947491386,0.06138235960608558,0.06459356886976075,0.06787109375,0.2763671875,1.0523148553474118,0.414794921875,0.138427734375,2,True
winclip,mvtec,screw,scratch_neck,0.7526829268292683,75.26829268292683,41,25,0.20825641911204268,0.27361328125,0.06535686213795733,0.06138235960608558,0.08904475738074433,0.0966796875,0.372314453125,1.4506571261218872,0.414794921875,0.182373046875,3,True
winclip,mvtec,screw,scratch_head,0.7677845528455285,76.77845528455285,41,24,0.20825641911204268,0.27838134765625,0.07012492854420732,0.06138235960608558,0.07988167996443658,0.0799560546875,0.3499755859375,1.3013784493960205,0.414794921875,0.1500244140625,4,True
winclip,mvtec,screw,thread_top,0.8451749734888653,84.51749734888652,41,23,0.20825641911204268,0.32717497452445654,0.11891855541241386,0.06138235960608558,0.11067978868132297,0.1275634765625,0.404296875,1.803120463136284,0.414794921875,0.17333984375,5,False
winclip,mvtec,transistor,cut_lead,0.7875000000000001,78.75000000000001,60,10,0.2184417724609375,0.2934326171875,0.07499084472656253,0.0739938264704545,0.08190490034319815,0.0830078125,0.2894287109375,1.1069153232114914,0.5234375,0.1871337890625,1,True
winclip,mvtec,transistor,bent_lead,0.8825000000000001,88.25,60,10,0.2184417724609375,0.35849609375,0.14005432128906253,0.0739938264704545,0.10527738313312983,0.12152099609375,0.35791015625,1.4227860370914425,0.5234375,0.19677734375,2,False
winclip,mvtec,transistor,damaged_case,0.9508333333333333,95.08333333333333,60,10,0.2184417724609375,0.4552001953125,0.2367584228515625,0.0739938264704545,0.15431452568382623,0.18780517578125,0.479736328125,2.0855054136907425,0.5234375,0.275146484375,3,False
winclip,mvtec,transistor,misplaced,0.9533333333333334,95.33333333333334,60,10,0.2184417724609375,0.4866455078125,0.2682037353515625,0.0739938264704545,0.15822681935059094,0.24053955078125,0.46533203125,2.1383786580326456,0.5234375,0.27197265625,4,False
winclip,visa,cashew,Anomaly,0.9095000000000001,90.95,50,100,0.29875,0.455853271484375,0.15710327148437497,0.04228571893073391,0.12179909201268803,0.168212890625,0.5989990234375,2.8803836163268484,0.422607421875,0.2017822265625,1,False
winclip,visa,macaroni1,Anomaly,0.7883,78.83,100,100,0.049631805419921876,0.07500167846679688,0.025369873046875005,0.017365985085879748,0.02763063064175637,0.0266571044921875,0.1631927490234375,1.5910776443210692,0.090087890625,0.0311431884765625,1,True
winclip,visa,macaroni2,Anomaly,0.66795,66.795,100,100,0.10618362426757813,0.1364208984375,0.030237274169921863,0.05277950012949889,0.05835647064157526,0.0716400146484375,0.281463623046875,1.1056654666753722,0.3701171875,0.049591064453125,1,True
winclip,visa,pcb2,Anomaly,0.4703,47.03,100,100,0.1524200439453125,0.14627197265625,-0.006148071289062501,0.04433454883457839,0.0338622057868708,0.0528106689453125,0.17352294921875,0.763788212060483,0.281494140625,0.07159423828125,1,True
winclip,visa,pcb3,Anomaly,0.6365841584158416,63.65841584158416,101,100,0.05595156225827661,0.0631707763671875,0.007219214108910889,0.013172857846305388,0.01598688060360653,0.019744873046875,0.092010498046875,1.2136227984947394,0.090087890625,0.035675048828125,1,True
